flag,homeport_state_1789_fr,destination_ferme_bureau,year,destination_ferme_direction,destination,departure_action,homeport,departure_state_1789_fr,destination_action,departure_ferme_direction,tonnage_class,tonnage,departure,destination_state_1789_fr,departure_ferme_bureau
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Deal,out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Le Croisic,1789,Nantes,Le Croisic,out,Croisic,France,in,,[21-50],50,Dunkerque,France,
British,Grande-Bretagne,,1789,,Corck,out,Cork,France,in,,[21-50],30,Dunkerque,Grande-Bretagne,
Danish/Norwegian,Danemark,,1789,,Christiansand,out,Christiansand,France,in,,[51-100],72,Dunkerque,Danemark,
Danish/Norwegian,Danemark,,1789,,Christiansand,out,Christiansand,France,in,,[51-100],60,Dunkerque,Danemark,
Danish/Norwegian,Danemark,,1789,,Christiania,out,Christiania,France,in,,[101-200],130,Dunkerque,Danemark,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwyck,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwyck,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwyck,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwick,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwyck,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwyck,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwik,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwick,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwick,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Catwyck,out,Catwick,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
French,France,Brest,1789,Lorient,Brest,out,Brest,France,in,,[51-100],95,Dunkerque,France,
Danish/Norwegian,Danemark,,1789,,Arendal,out,Arendahl,France,in,,[51-100],100,Dunkerque,Danemark,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Groeningue,France,in,,[101-200],110,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[101-200],120,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Peckel,France,in,,[51-100],90,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[201-500],209,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Peckel,France,in,,[51-100],56,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],52,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Peckel,France,in,,[51-100],55,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Peckel,France,in,,[51-100],70,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Groeninge,France,in,,[51-100],80,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Peckel,France,in,,[51-100],80,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],80,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],90,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],55,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Peckel,France,in,,[21-50],50,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],65,Dunkerque,Provinces-Unies,
Prussian,Prusse,,1789,,Amsterdam,out,Embden,France,in,,[51-100],72,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],54,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Groeninge,France,in,,[51-100],60,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Groeninge,France,in,,[51-100],60,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[101-200],152,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Groeninge,France,in,,[51-100],60,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],56,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],55,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[101-200],130,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[101-200],130,Dunkerque,Provinces-Unies,
Austrian NL,Autriche,,1789,,Madère,out,Ostende,France,in,,[21-50],25,Dunkerque,Portugal,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[1-20],14,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],65,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[101-200],180,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Hamburguese,Hambourg,,1789,,Hambourg,out,Hambourg,France,in,,[101-200],170,Dunkerque,Hambourg,
British,Grande-Bretagne,,1789,,Rotterdam,out,Glascow,France,in,,[51-100],70,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Nord Ferrow en Norvege,out,Gernesey,France,in,,[1-20],12,Dunkerque,Danemark,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Austrian NL,Autriche,,1789,,Nieuport,out,Nieuport,France,in,,[21-50],40,Dunkerque,Autriche,
Austrian NL,Autriche,,1789,,Nieuport,out,Nieuport,France,in,,[21-50],40,Dunkerque,Autriche,
Austrian NL,Autriche,,1789,,Nieuport,out,Newport [Austrian NL],France,in,,[21-50],40,Dunkerque,Autriche,
Austrian NL,Autriche,,1789,,Nieuport,out,Nieuport,France,in,,[21-50],40,Dunkerque,Autriche,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],96,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1789,,Terver,out,Terver,France,in,,[51-100],55,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Terver,out,Terver,France,in,,[51-100],55,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Terver,out,Terver,France,in,,[51-100],55,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Terver,out,Terver,France,in,,[51-100],55,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Yarmouth,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[101-200],110,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[101-200],110,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1789,,Terver,out,Terver,France,in,,[21-50],50,Dunkerque,Provinces-Unies,
Dutch,Provinces-Unies,,1789,,Terver,out,Terver,France,in,,[21-50],50,Dunkerque,Provinces-Unies,
French,France,Libourne,1789,Bordeaux,Libourne,out,Libourne,France,in,,[101-200],109,Dunkerque,France,
British,Grande-Bretagne,,1789,,Faversham,out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Burnham,out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Douvres,out,Douvres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkestone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Oldenburguese,Duché d'Oldenbourg,,1789,,Terver,out,Oldenbourg,France,in,,[51-100],60,Dunkerque,Provinces-Unies,
Oldenburguese,Duché d'Oldenbourg,,1789,,Terver,out,Oldenbourg,France,in,,[51-100],60,Dunkerque,Provinces-Unies,
Oldenburguese,Duché d'Oldenbourg,,1789,,Terver,out,Holdenbourg [Oldenbourg],France,in,,[51-100],60,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[21-50],32,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[21-50],32,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[21-50],32,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[21-50],32,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Folkstone,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Burnham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1789,,Amsterdam,out,Amsterdam,France,in,,[51-100],90,Dunkerque,Provinces-Unies,
French,France,Libourne,1789,Bordeaux,Libourne,out,Libourne,France,in,,[51-100],70,Dunkerque,France,
French,France,,1789,,Barcelonne,out,Boulogne,France,in,,[101-200],115,Dunkerque,Espagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
Dutch,Provinces-Unies,,1789,,Vlaardingen,out,Vlardinge,France,in,,[1-20],12,Dunkerque,Provinces-Unies,
British,Grande-Bretagne,,1789,,Newhaven,out,Newhaven,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Sunderland,out,Sunderland,France,in,,[101-200],162,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Hull,out,Hull,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Hull,out,Hull,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Hull,out,Hull,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Feversham,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[51-100],100,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Corck,out,Corck,France,in,,[21-50],50,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Lisbonne [mais: Angleterre],out,Deal,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Yarmouth,out,Yarmouth,France,in,,[51-100],80,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
British,Grande-Bretagne,,1789,,Londres,out,Londres,France,in,,[1-20],12,Dunkerque,Grande-Bretagne,
French,France,Rochefort,1789,La Rochelle,Rochefort,out,Lorient,France,in,,[51-100],60,Dunkerque,France,
