destination,year,tonnage,tonnage_class,departure_action,destination_action,flag,homeport_state_1789_fr,homeport,departure
Angleterre,1787,20,[1-20],out,in,British,,,Boulogne sur Mer
Angleterre,1787,20,[1-20],out,in,British,,,Boulogne sur Mer
Angleterre,1787,20,[1-20],out,in,British,,,Boulogne sur Mer
Angleterre,1787,20,[1-20],out,in,British,,,Boulogne sur Mer
Angleterre,1787,20,[1-20],out,in,British,,,Boulogne sur Mer
Amsterdam,1787,36,[21-50],out,in,Dutch,,,Rouen
Flessingue,1787,50,[21-50],out,in,Dutch,Provinces-Unies,Flessingue,Dunkerque
Port au Prince,1787,409,[201-500],out,in,French,France,Bordeaux,Bordeaux
Amsterdam,1787,129,[101-200],out,in,Prussian,Prusse,Emden,Bordeaux
Bordeaux,1787,20,[1-20],in-out,in,French,,Paillet,La Flotte en Ré
Ile de Ré,1787,20,[1-20],out,in,French,,Paillet,Bordeaux
La Rochelle,1787,3,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
Ile de Ré,1787,2,[1-20],out,in,French,France,Croix de Vie,Saint Gilles sur Vie
Saint Gilles sur Vie,1787,30,[21-50],out,in,French,France,Saint Gilles,Nantes
Saint Gilles sur Vie,1787,2,[1-20],out,in,French,France,Croix de Vie,Ars en Ré
La Rochelle,1787,3,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
Oléron,1787,2,[1-20],out,in,French,France,Oléron,La Rochelle
La Rochelle,1787,3,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
Oléron,1787,3,[1-20],out,in,French,France,Oléron,La Rochelle
Oléron,1787,38,[21-50],out,in,French,France,Libourne,La Rochelle
Lisbonne,1787,168,[101-200],out,in,French,,Cantelou,Aligre de Marans
Redon,1787,29,[21-50],out,in,French,France,Carnac,Blaye
Concarneau,1787,19,[1-20],out,in,French,,Guidel,Lorient
Côte de Bretagne,1787,50,[21-50],out,in,French,France,Rhuys,Saint Malo
Saint Pierre en Martinique,1787,250,[201-500],out,in,French,France,Nantes,Saint Pierre et Miquelon
Bourgneuf,1787,60,[51-100],out,in,French,France,Nantes,Nantes
Ostende,1787,60,[51-100],out,in,Austrian NL,Autriche,Ostende,Roscoff
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Pointe à Pitre,1787,172,[101-200],out,in,French,,,Le Havre
Genes,1787,190,[101-200],out,in,Swedish,Suède,Gefle,Bordeaux
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Hambourg,1787,250,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Mount’s Bay,1787,26,[21-50],out,in,French,France,Roscoff,Roscoff
Treguier,1787,34,[21-50],out,in,French,France,Treguier,Blaye
Langrune,1787,3,[1-20],out,in,French,,,Rouen
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Treguier,1787,34,[21-50],out,in,French,France,Treguier,Blaye
Ile de Ré,1787,20,[1-20],out,in,French,France,d' Aligre,Aligre de Marans
Vierville,1787,3,[1-20],out,in,French,,,Rouen
Loix,1787,15,[1-20],out,in,French,France,Loix en Ré,Moricq
Port au Prince,1787,280,[201-500],out,in,French,,,Le Havre
Loix,1787,15,[1-20],out,in,French,France,Loix en Ré,Moricq
Cote d' or,1787,475,[201-500],out,in,French,France,Nantes,Nantes
Amsterdam,1787,240,[201-500],out,in,Dutch,Provinces-Unies,Amsterdam,Bordeaux
Rotterdam,1787,235,[201-500],out,in,Dutch,Provinces-Unies,Rotterdam,Bordeaux
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Bruges,1787,145,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Bayonne
Marseille,1787,120,[101-200],out,in,French,France,Bayonne,Bordeaux
Landerneau,1787,70,[51-100],out,in,French,France,Rouen,Rouen
Jersey,1787,8,[1-20],out,in,British,Grande-Bretagne,Jersey,Granville
Seudre,1787,165,[101-200],out,in,Dutch,Provinces-Unies,Amsterdam,Bordeaux
La Martinique,1787,250,[201-500],out,in,French,France,Bordeaux,Bordeaux
Hambourg,1787,90,[51-100],out,in,Hamburguese,Hambourg,Hambourg,La Rochelle
Chalon,1787,20,[1-20],out,in,French,France,Chalon,La Rochelle
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Langrune,1787,4,[1-20],out,in,French,,,Rouen
Langrune,1787,3,[1-20],out,in,French,,,Rouen
Langrune,1787,3,[1-20],out,in,French,,,Rouen
Bremen,1787,220,[201-500],out,in,Bremen,Brême,Bremen,Bordeaux
Morlaix,1787,38,[21-50],out,in,French,France,Le Conquet,Blaye
Morlaix,1787,38,[21-50],out,in,French,France,Le Conquet,Blaye
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Lannion,1787,35,[21-50],out,in,French,France,Le Conquet,Bordeaux
Aber Ildut,1787,38,[21-50],out,in,French,France,Le Conquet,Brest
Côte de Bretagne,1787,70,[51-100],out,in,French,France,Saint Malo,Saint Malo
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Locmariaquer,Ribérou [Saujon]
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Locmariaquer,Ribérou [Saujon]
Caen,1787,48,[21-50],out,in,French,France,Rouen,Rouen
Copenhague,1787,190,[101-200],out,in,Danish,,Copenhague,Bayonne
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Pont l' Abbé,1787,32,[21-50],out,in,French,France,Libourne,Lorient
Arzon,1787,24,[21-50],out,in,French,France,Arzon,La Rochelle
La Tremblade,1787,30,[21-50],out,in,French,France,d' Aligre,Aligre de Marans
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Caen,1787,48,[21-50],out,in,French,,,Rouen
Senegal,1787,103,[101-200],out,in,French,France,Bordeaux,Bordeaux
Hambourg,1787,133,[101-200],out,in,Dutch,,Veedest,Nantes
Billiers,1787,20,[1-20],out,in,French,France,Quiberon,Nantes
,1787,2,[1-20],out,in,French,,Morlan [Moelan],Lorient
Le Pouliguen,1787,20,[1-20],out,in,French,France,Pouliguen,Le Chateau [d' Oléron]
Libourne,1787,45,[21-50],out,in,French,France,Landerneau,Landerneau
,1787,8,[1-20],out,in,French,France,Landerneau,Landerneau
Oléron,1787,17,[1-20],out,in,French,France,Bordeaux,La Rochelle
Libourne,1787,46,[21-50],out,in,French,France,Landerneau,Landerneau
Ostende,1787,15,[1-20],out,in,British,Grande-Bretagne,Guernesey,Saint Malo
Guernesey,1787,15,[1-20],out,in,British,Grande-Bretagne,Guernesey,Saint Malo
Chalon,1787,16,[1-20],out,in,French,France,Bordeaux,La Rochelle
Vannes,1787,20,[1-20],out,in,French,France,Arzon,Nantes
Bordeaux,1787,17,[1-20],out,in,French,France,Bordeaux,La Tranche sur Mer
Drontheim,1787,130,[101-200],out,in,Danish/Norwegian,,Leinkelle [Lemkenhafen,Ars en Ré
Côte de Bretagne,1787,15,[1-20],out,in,French,France,Arzon,Aligre de Marans
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Arzon,Ribérou [Saujon]
Vannes,1787,15,[1-20],out,in,French,France,Arzon,Lorient
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Arzon,Ribérou [Saujon]
Southampton,1787,50,[21-50],out,in,British,,,Le Havre
Côte de Bretagne,1787,15,[1-20],out,in,French,France,Arzon,Aligre de Marans
Le Croisic,1787,10,[1-20],out,in,French,France,Baden,La Rochelle
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Baden,Ribérou [Saujon]
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Baden,Aligre de Marans
Côte de Bretagne,1787,15,[1-20],out,in,French,France,Baden,Aligre de Marans
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Baden,Ribérou [Saujon]
Côte de Bretagne,1787,18,[1-20],out,in,French,France,Baden,Aligre de Marans
Stockholm,1787,104,[101-200],out,in,Swedish,,,Rouen
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Baden,Ribérou [Saujon]
Southampton,1787,50,[21-50],out,in,British,,,Le Havre
Côte de Bretagne,1787,15,[1-20],out,in,French,France,Baden,Aligre de Marans
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Baden,Ribérou [Saujon]
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Baden,Ribérou [Saujon]
Côte de Bretagne,1787,4,[1-20],out,in,French,France,Baden,Aligre de Marans
Le Croisic,1787,12,[1-20],out,in,French,France,Port Louis,La Rochelle
Côte de Bretagne,1787,15,[1-20],out,in,French,France,Baden,Aligre de Marans
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Baden,Ribérou [Saujon]
Le Croisic,1787,15,[1-20],out,in,French,France,Baden,La Rochelle
Cote d' or,1787,135,[101-200],out,in,French,,,Le Havre
Amsterdam,1787,191,[101-200],out,in,Dutch,Provinces-Unies,Amsterdam,Bordeaux
Konigsberg,1787,213,[201-500],out,in,Dutch,,Workum,Bordeaux
Saint Denis [d' Oléron],1787,30,[21-50],in-out,in,French,France,Saint Denis,La Flotte en Ré
Vannes,1787,15,[1-20],out,in,French,,Arradon,Marennes
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Saint Gilles sur Vie,1787,78,[51-100],out,in,French,France,Saint Gilles,Brest
Saint Gilles sur Vie,1787,65,[51-100],out,in,French,France,Saint Gilles,Nantes
Saint Gilles sur Vie,1787,65,[51-100],out,in,French,France,Nantes,Nantes
Port au Prince,1787,350,[201-500],out,in,French,France,Nantes,Nantes
Cayes Saint Louis,1787,350,[201-500],out,in,French,France,Nantes,Nantes
Port au Prince,1787,350,[201-500],out,in,French,France,Bordeaux,Bordeaux
La Martinique,1787,350,[201-500],out,in,French,France,Bordeaux,Bordeaux
La Guadeloupe,1787,350,[201-500],out,in,French,France,Bordeaux,Bordeaux
Port au Prince,1787,350,[201-500],out,in,French,France,Bordeaux,Bordeaux
Saint Malo,1787,84,[51-100],out,in,French,France,Saint Malo,Honfleur
Taillebourg,1787,27,[21-50],out,in,French,France,Quibéron,Rochefort
Côte de Bretagne,1787,27,[21-50],out,in,French,France,Quiberon,Aligre de Marans
Hambourg,1787,301,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Luc [sur Mer],1787,3,[1-20],out,in,French,,,Rouen
Ile d' Yeu,1787,19,[1-20],in-out,in,French,France,Ile d' Yeu,La Flotte en Ré
Ile d' Yeu,1787,19,[1-20],in-out,in,French,France,Ile d' Yeu,La Flotte en Ré
Langrune,1787,3,[1-20],out,in,French,,,Rouen
Langrune,1787,2,[1-20],out,in,French,,,Rouen
Luc [sur Mer],1787,4,[1-20],out,in,French,France,Luc [sur Mer],Rouen
Saint Savinien,1787,70,[51-100],out,in,French,France,Nantes,Rochefort
Abbeville,1787,40,[21-50],out,in,French,France,Abbeville,Barfleur
Anveaux,1787,4,[1-20],out,in,French,France,Port d' Envaux,Rochefort
Hambourg,1787,175,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Le Vivier,1787,50,[21-50],out,in,french,France,Quiberon,Nantes
Hambourg,1787,460,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Hambourg,1787,252,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Hambourg,1787,252,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Vannes,1787,130,[101-200],out,in,French,France,Ile de Ré,Rouen
Douarnenez,1787,25,[21-50],out,in,French,France,Quiberon,Bayonne
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Quiberon,Ribérou [Saujon]
Saint Malo,1787,25,[21-50],out,in,French,France,Quiberon,Ribérou [Saujon]
Redon,1787,36,[21-50],out,in,French,France,Rhuis,Bordeaux
Plymouth,1787,4,[1-20],out,in,British,Grande-Bretagne,Plymouth,Roscoff
Plymouth,1787,5,[1-20],out,in,British,Grande-Bretagne,Plymouth,Roscoff
Amsterdam,1787,192,[101-200],out,in,Prussian,Prusse,Emden,Bordeaux
Oléron,1787,10,[1-20],out,in,French,France,Oléron,La Rochelle
Baltique,1787,200,[101-200],out,in,Dutch,,Mackum,Le Croisic
Bruges,1787,100,[51-100],out,in,Dutch,Provinces-Unies,Amsterdam,Nantes
Amsterdam,1787,187,[101-200],out,in,Dutch,,Dockum,Bordeaux
Dublin,1787,138,[101-200],out,in,British,Grande-Bretagne,Dublin,Bordeaux
Hambourg,1787,386,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Rotterdam,1787,120,[101-200],out,in,French,,,Honfleur
Hambourg,1787,125,[101-200],out,in,French,,,Le Havre
Hambourg,1787,160,[101-200],out,in,Hamburguese,Hambourg,Hambourg,Nantes
Bayonne,1787,60,[51-100],out,in,French,France,Saint Malo,Honfleur
Bayonne,1787,62,[51-100],out,in,French,France,Quiberon,Marennes
Dartmouth,1787,24,[21-50],out,in,British,Grande-Bretagne,Dartmouth,Calais
Italie,1787,,,out,in,French,,,Ajaccio
Martrou,1787,6,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
Oléron,1787,6,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Oléron,1787,7,[1-20],out,in,French,France,Oléron,Ribérou [Saujon]
Chalon,1787,7,[1-20],out,in,French,France,Oleron,La Rochelle
Brest,1787,45,[21-50],out,in,French,France,Oleron,Le Chateau [d' Oléron]
Oléron,1787,40,[21-50],out,in,French,France,Oleron,Bordeaux
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Oléron,1787,19,[1-20],out,in,French,France,Oléron,Rochefort
Ile de Ré,1787,19,[1-20],out,in,French,France,Oléron,La Perrotine
Oléron,1787,19,[1-20],out,in,French,France,Oléron,Saint Martin de Ré
Oléron,1787,19,[1-20],out,in,French,France,Oléron,La Rochelle
Oléron,1787,27,[21-50],out,in,French,France,Libourne,La Rochelle
Southampton,1787,50,[21-50],out,in,British,,,Le Havre
Hambourg,1787,376,[201-500],out,in,Hamburguese,Hambourg,Hambourg,Bordeaux
Vannes,1787,44,[21-50],out,in,French,France,L' Île aux Moines,Isigny
Hennebont,1787,40,[21-50],out,in,French,France,L' Île aux Moines,Bayonne
Landerneau,1787,40,[21-50],out,in,French,France,L' île aux Moines,Brest
Pont l' Abbé,1787,48,[21-50],out,in,French,France,L' Île aux Moines,Bayonne
Gothembourg,1787,102,[101-200],out,in,Swedish,Suède,Gothembourg,Le Croisic
Hambourg,1787,130,[101-200],out,in,Hamburguese,Hambourg,Hambourg,La Rochelle
Cote d' or,1787,550,[501 et plus],out,in,French,France,Saint Malo,Saint Malo
Cote d' or,1787,550,[501 et plus],out,in,French,France,Saint Malo,Saint Malo
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
La Tranche sur Mer,1787,25,[21-50],out,in,French,France,Saint Martin de Ré,Saint Martin de Ré
Ile de Ré,1787,25,[21-50],out,in,French,France,Saint Martin de Rhé,Bordeaux
Southampton,1787,50,[21-50],out,in,British,,,Le Havre
Ile d' Yeu,1787,25,[21-50],out,in,French,France,Île d' Yeu,Nantes
Bourgneuf,1787,14,[1-20],out,in,French,France,Île d' Yeu,Nantes
Cap [Français],1787,400,[201-500],out,in,French,France,Nantes,Nantes
Cap [Français],1787,400,[201-500],out,in,French,France,Nantes,Nantes
Jersey,1787,58,[51-100],out,in,French,France,Le Croisic,Le Croisic
Paimboeuf,1787,58,[51-100],out,in,French,France,Le Croisic,Le Croisic
Newcastle,1787,165,[101-200],out,in,British,Grande-Bretagne,Newcastle,Bordeaux
Bourgneuf,1787,24,[21-50],out,in,French,France,Bouin,Nantes
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Saint Savinien,1787,39,[21-50],out,in,French,France,Taillebourg,Rochefort
Redon,1787,28,[21-50],out,in,French,France,Méan,Beauvoir-sur-Mer
Méan,1787,28,[21-50],out,in,French,France,Méan,Nantes
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
Vierville,1787,2,[1-20],out,in,French,France,Vierville,Rouen
La Martinique,1787,160,[101-200],out,in,French,France,Bayonne,Bayonne
Saint Marc [Haiti],1787,125,[101-200],out,in,French,,,Le Havre
Mesquer,1787,54,[51-100],out,in,French,France,Mesquer,Lorient
Greenock,1787,500,[201-500],out,in,British,,,Le Havre
Porthsmouth,1787,500,[201-500],out,in,British,,,Le Havre
Le Havre,1787,215,[201-500],out,in,French,France,Sete,Collioure
Vannes,1787,21,[21-50],out,in,French,France,Baden,Lorient
Côte de Bretagne,1787,18,[1-20],out,in,French,France,Baden,Aligre de Marans
Le Croisic,1787,18,[1-20],out,in,French,France,Baden,La Rochelle
Rhuys,1787,50,[21-50],out,in,French,France,Rhuis,Brest
Saint Sebastien,1787,50,[21-50],out,in,French,France,Concarneau,Nantes
Concarneau,1787,52,[51-100],out,in,French,France,Concarneau,Bordeaux
Miragoane [Haiti],1787,300,[201-500],out,in,French,France,Nantes,Nantes
La Guadeloupe,1787,174,[101-200],out,in,French,,,Le Havre
Brouage,1787,32,[21-50],out,in,French,France,Charente,La Rochelle
Oléron,1787,36,[21-50],out,in,French,France,Dercie,Ribérou [Saujon]
Oléron,1787,36,[21-50],out,in,French,France,Dercie,Ribérou [Saujon]
Oléron,1787,36,[21-50],out,in,French,France,Dercie,Ribérou [Saujon]
Oléron,1787,36,[21-50],out,in,French,France,Dercie,Ribérou [Saujon]
Oléron,1787,36,[21-50],out,in,French,France,Dercie,Ribérou [Saujon]
Espagne [Mediterranean],1787,80,[51-100],out,in,French,France,Port Vendres,Collioure
Chalon,1787,9,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
Saintes,1787,9,[1-20],out,in,French,France,Saint Trojan,Le Chateau [d' Oléron]
La Hougue,1787,48,[21-50],out,in,French,,,Honfleur
Caen,1787,48,[21-50],out,in,French,,,Honfleur
Libourne,1787,25,[21-50],out,in,French,France,Ile d' Oleron,Marennes
Caen,1787,48,[21-50],out,in,French,,,Rouen
Caen,1787,71,[51-100],out,in,French,France,Rhuys,Marennes
Méan,1787,18,[1-20],out,in,French,France,Méan,Noirmoutier
Méan,1787,18,[1-20],out,in,French,France,Méan,Noirmoutier
Méan,1787,18,[1-20],out,in,French,France,Méan,Noirmoutier
Ile de France,1787,340,[201-500],out,in,French,France,Saint Malo,Saint Malo
Cote d' or,1787,360,[201-500],out,in,French,,,Le Havre
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Caen,1787,73,[51-100],out,in,French,,,Le Havre
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Chalon,1787,20,[1-20],out,in,French,France,Chalon,Saint Martin de Ré
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Ile de Ré,1787,120,[101-200],out,in,French,France,Breat,La Rochelle
Saint Malo,1787,120,[101-200],out,in,French,France,Saint Malo,Ars en Ré
Cap [Français],1787,120,[101-200],out,in,French,France,Saint Malo,Saint Malo
Vigo,1787,20,[1-20],out,in,Spanish,Espagne,Plaencia,Bayonne
Oléron,1787,4,[1-20],out,in,French,France,Oléron,La Rochelle
Caen,1787,68,[51-100],out,in,French,,,Le Havre
La Rochelle,1787,4,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
La Rochelle,1787,4,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
La Rochelle,1787,4,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
La Rochelle,1787,4,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
La Rochelle,1787,4,[1-20],out,in,French,France,Oléron,Le Chateau [d' Oléron]
Penerf,1787,50,[21-50],out,in,French,France,Île d' Arz,Lorient
Caen,1787,60,[51-100],out,in,French,,,Le Havre
Vannes,1787,50,[21-50],out,in,French,France,Île d' Arz,Lorient
Newcastle,1787,257,[201-500],out,in,British,,,Le Havre
Pontrieux,1787,65,[51-100],out,in,French,France,Brest,Brest
Ingouraschar [Terre Neuve],1787,130,[101-200],out,in,French,France,Saint Malo,Saint Malo
Newcastle,1787,257,[201-500],out,in,British,,,Le Havre
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Arzon,Ribérou [Saujon]
Belle Île,1787,18,[1-20],out,in,French,France,Belle Île,Lorient
Belle Île,1787,28,[21-50],out,in,French,France,Arzon,La Rochelle
Newcastle,1787,257,[201-500],out,in,British,,,Le Havre
Douarnenez,1787,58,[51-100],out,in,French,France,Belle île en Mer,Brest
Quimper,1787,64,[51-100],out,in,French,France,Belle Isle,Cherbourg
Narbonne,1787,20,[1-20],out,in,French,France,Narbonne,Collioure
Santander,1787,20,[1-20],out,in,French,France,Saint Jean de Luz,Bayonne
Socoa [Ciboure],1787,20,[1-20],out,in,French,France,Saint Jean de Luz,Bayonne
Santander,1787,20,[1-20],out,in,French,France,Bayonne,Bayonne
Le Ferrol,1787,55,[51-100],out,in,Spanish,Espagne,Plasencia,Bayonne
Cote d' or,1787,15,[1-20],out,in,French,,,Le Havre
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Caen,1787,68,[51-100],out,in,French,,,Le Havre
Saint Malo,1787,70,[51-100],out,in,French,France,Saint Malo,Ars en Ré
Bayonne,1787,70,[51-100],out,in,French,France,Saint Malo,Honfleur
Honfleur,1787,86,[51-100],out,in,French,France,Saint Malo,Marennes
Caen,1787,60,[51-100],out,in,French,,,Le Havre
Caen,1787,60,[51-100],out,in,French,,,Le Havre
Caen,1787,60,[51-100],out,in,French,,,Le Havre
Caen,1787,60,[51-100],out,in,French,,,Le Havre
Oléron,1787,36,[21-50],out,in,French,France,Bourcefranc,La Rochelle
Oléron,1787,36,[21-50],out,in,French,France,Boursefranc,Bordeaux
Oléron,1787,36,[21-50],out,in,French,France,Soubise,Rochefort
Seyne,1787,,,out,in,French,France,La Ciotat,Bastia
Bergen,1787,50,[21-50],out,in,Danish/Norwegian,Danemark,Mandal,Noirmoutier
Liverpool,1787,72,[51-100],out,in,British,Grande-Bretagne,Liverpool,Bordeaux
Catalogne,1787,12,[1-20],out,in,Spanish,,Catalonia,Collioure
Côte de Bretagne,1787,10,[1-20],out,in,French,France,Locmariaquer,Ribérou [Saujon]
Mundaca,1787,25,[21-50],out,in,Spanish,Espagne,Mundaca,Bayonne
Seyne,1787,,,out,in,French,France,La Ciotat,Bastia
Seyne,1787,,,out,in,French,France,La Ciotat,Bastia
Gigon [Gijon],1787,65,[51-100],out,in,Spanish,Espagne,Gigon,Bayonne
Saint Sebastien,1787,40,[21-50],out,in,Spanish,Espagne,Plencia,Bordeaux
Bilbao,1787,25,[21-50],out,in,Spanish,Espagne,Plasencia,Bayonne
Chalon,1787,20,[1-20],in-out,in,French,France,Chalon,La Flotte en Ré
Chalon,1787,20,[1-20],out,in,French,France,Chalon,La Rochelle
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Chalon,1787,20,[1-20],out,in,French,France,Chalons,La Rochelle
Dantzick,1787,200,[101-200],out,in,Dutch,,Stavooren,Bordeaux
Mediterranée,1787,,,out,in,French,France,Corsican,Bastia
Marseille,1787,16,[1-20],out,in,Spanish,Espagne,Lloret,Collioure
Mediterranée,1787,,,out,in,French,France,Corsica,Bastia
Italie,1787,,,out,in,French,,,Ajaccio
Porto,1787,30,[21-50],out,in,Spanish,Espagne,Pontevedra,Bayonne
Libourne,1787,47,[21-50],out,in,French,France,Brest,Brest
Mediterranée,1787,,,out,in,French,,,Bastia
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Stettin,1787,210,[201-500],out,in,Prussian,Prusse,Stettin,Bordeaux
Leogane [Haiti],1787,350,[201-500],out,in,French,France,Nantes,Nantes
Bourgneuf,1787,80,[51-100],out,in,French,France,Nantes,Nantes
Figuera (Portugal),1787,30,[21-50],out,in,Spanish,Espagne,Pontevedra,Bayonne
Anveaux,1787,35,[21-50],out,in,French,France,Port d' Envaux,Rochefort
Loix,1787,15,[1-20],out,in,French,France,Loix [en Ré],Marennes
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Loix,1787,12,[1-20],out,in,French,France,île de Ré,Ribérou [Saujon]
Amsterdam,1787,120,[101-200],out,in,Prussian,Prusse,Norden,Bordeaux
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Amsterdam,1787,78,[51-100],out,in,NonFrench,,,Rouen
Bayonne,1787,66,[51-100],out,in,French,France,Ile d' Ars,Marennes
Lisbonne,1787,50,[21-50],out,in,French,France,Bayonne,Bayonne
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Caen,1787,80,[51-100],out,in,French,,,Le Havre
Langrune,1787,4,[1-20],out,in,French,,,Rouen
Mediterranée,1787,,,out,in,French,,,Bastia
Elseneur,1787,150,[101-200],out,in,Swedish,Suède,Calmar,Le Croisic
Bourgneuf,1787,5,[1-20],out,in,French,France,Pornic,Le Pornic
Pointe à Pitre,1787,136,[101-200],out,in,French,,,Le Havre
Italie,1787,,,out,in,French,,,Ajaccio
Italie,1787,,,out,in,French,,,Ajaccio
Port au Prince,1787,250,[201-500],out,in,French,,,Le Havre
Hambourg,1787,84,[51-100],out,in,NonFrench,,,Le Havre
Vierville,1787,2,[1-20],out,in,French,,,Rouen
Treguier,1787,14,[1-20],out,in,French,France,Treguier,Bordeaux
Italie,1787,,,out,in,French,,,Ajaccio
Alicant,1787,140,[101-200],out,in,Swedish,Suède,Uddevalla,Brest
Bergen,1787,72,[51-100],out,in,Danish/Norwegian,Danemark,Bergen,Ars en Ré
Mediterranée,1787,,,out,in,French,,,Bastia
Marseille,1787,,,out,in,French,France,Toulon,Bastia
Drobak,1787,172,[101-200],out,in,Danish/Norwegian,Danemark,Drobak,Le Croisic
Vannes,1787,137,[101-200],out,in,French,France,Vannes,Le Havre
Bremen,1787,260,[201-500],out,in,Bremen,Brême,Bremen,Nantes
Amsterdam,1787,40,[21-50],out,in,French,France,Dunkerque,Dunkerque
Courreaux d' Oléron,1787,25,[21-50],out,in,French,France,Mescher,Royan
Bruges,1787,90,[51-100],out,in,Papenburg,,Papembourg,Nantes
Courreaux d' Oléron,1787,25,[21-50],out,in,French,France,Mescher,Mescher
Auray,1787,24,[21-50],out,in,French,France,Belle Ile,Ribérou [Saujon]
Vannes,1787,24,[21-50],out,in,French,France,Belle Île,Lorient
La Martinique,1787,330,[201-500],out,in,French,France,Bordeaux,Bordeaux
Marseille,1787,30,[21-50],out,in,Spanish,Espagne,Lloret,Collioure
Ostende,1787,89,[51-100],out,in,Danish,,Kiell,Bordeaux
Côte de Bretagne,1787,50,[21-50],in-out,in,French,France,Saint Malo,Saint Malo
Bourgneuf,1787,60,[51-100],out,in,French,France,Méan,Nantes
Doort,1787,161,[101-200],out,in,Dutch,Provinces-Unies,Frisland,Marennes
Vierville,1787,3,[1-20],out,in,French,,,Rouen
Bourgneuf,1787,83,[51-100],out,in,French,France,Nantes,Nantes
Côte de Bretagne,1787,16,[1-20],out,in,French,France,Morlaix,Saint Malo
