destination,year,tonnage,tonnage_class,departure_action,destination_action,flag,homeport_state_1789_fr,homeport,departure
Dieppe,1787,68,[51-100],out,in,French,France,Dieppe,La Rochelle
Dieppe,1787,68,[51-100],out,in,French,France,Dieppe,La Rochelle
Dieppe,1787,68,[51-100],out,in,French,France,Dieppe,La Rochelle
Cherbourg,1787,10,[1-20],out,in,French,France,La Hougue,Le Havre
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Cherbourg
La Hougue,1787,10,[1-20],out,in,French,France,La Hougue,Granville
Boulogne sur Mer,1787,20,[1-20],out,in,French,France,Boulogne sur Mer,Saint Valéry sur Somme
Boulogne sur Mer,1787,20,[1-20],out,in,French,France,Boulogne sur Mer,Saint Valéry sur Somme
Boulogne sur Mer,1787,20,[1-20],out,in,French,France,Boulogne sur Mer,Saint Valéry sur Somme
Dieppe,1787,145,[101-200],out,in,French,France,Dieppe,Le Havre
Dunkerque,1787,155,[101-200],out,in,French,France,Dieppe,Marennes
Rouen,1787,112,[101-200],in-out,in,French,France,Rouen,Le Havre
Rouen,1787,112,[101-200],out,in,French,France,Rouen,Cherbourg
Dunkerque,1787,88,[51-100],out,in,French,France,Brest,Marennes
Dunkerque,1787,89,[51-100],out,in,French,France,Brest,Marennes
La Hougue,1787,14,[1-20],out,in,French,France,La Hougue,Granville
Boulogne sur Mer,1787,28,[21-50],out,in,French,France,Boulogne sur Mer,Dunkerque
Courseulles,1787,11,[1-20],in-out,in,French,France,Courseulles,La Hougue
Courseulles,1787,11,[1-20],in-out,in,French,France,Courseulles,La Hougue
Fécamp,1787,110,[101-200],out,in,French,France,Fécamp,Rouen
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Rouen
Fécamp,1787,120,[101-200],out,in,French,France,Fécamp,Saint Valéry sur Somme
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Rouen
La Hougue,1787,20,[1-20],out,in,French,France,La Hougue,Dieppe
La Hougue,1787,20,[1-20],out,in,French,France,La Hougue,Granville
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Rouen
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Le Havre
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Granville
Cherbourg,1787,90,[51-100],out,in,French,France,Cherbourg,Blaye
Bordeaux,1787,75,[51-100],out,in,French,France,Saint Valéry [sur Somme],Calais
Dunkerque,1787,20,[1-20],out,in,French,France,Dunkerque,Le Havre
Boulogne sur Mer,1787,75,[51-100],out,in,French,France,Saint Valéry,Bordeaux
Saint Valéry sur Somme,1787,75,[51-100],out,in,French,France,Saint Valéry sur Somme,Le Havre
Le Havre,1787,70,[51-100],out,in,French,France,Le Havre,Quillebeuf
Saint Valéry sur Somme,1787,75,[51-100],out,in,French,France,Saint Valéry sur Somme,Le Havre
Dunkerque,1787,20,[1-20],out,in,French,France,Dunkerque,Le Havre
Bordeaux,1787,100,[51-100],out,in,French,France,Dunkerque,Bayonne
La Rochelle,1787,110,[101-200],out,in,French,France,Dunkerque,Bordeaux
Rouen,1787,177,[101-200],out,in,French,France,Rouen,Lorient
Dunkerque,1787,60,[51-100],out,in,French,France,Boulogne,Nantes
Saint Martin de Ré,1787,80,[51-100],out,in,French,France,Saint Malo,Bordeaux
La Hougue,1787,10,[1-20],out,in,French,France,La Hougue,Granville
Saint Valery en Caux,1787,50,[21-50],out,in,French,France,Fecamp,Nantes
Saint Valéry sur Somme,1787,50,[21-50],out,in,French,France,Fecamp,Nantes
Le Havre,1787,50,[21-50],out,in,French,France,Fécamp,Saint Valéry sur Somme
La Rochelle,1787,50,[21-50],out,in,French,France,Fécamp,Le Havre
Saint Valéry sur Somme,1787,60,[51-100],out,in,French,France,Saint Valéry,Le Havre
Bayonne,1787,80,[51-100],out,in,French,France,Brest,Saint Pierre et Miquelon
Dieppe,1787,100,[51-100],out,in,French,France,Dieppe,La Rochelle
Rouen,1787,120,[101-200],out,in,French,France,Rouen,Bordeaux
Rouen,1787,120,[101-200],in-out,in,French,France,Rouen,Le Havre
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Dieppe
Bayonne,1787,55,[51-100],out,in,French,France,Port Louis,Nantes
Boulogne sur Mer,1787,60,[51-100],out,in,French,France,Boulogne sur Mer,Dunkerque
Saint Malo,1787,60,[51-100],out,in,French,France,Saint Malo,Le Croisic
Bordeaux,1787,63,[51-100],out,in,French,France,Saint Malo,Marennes
Rouen,1787,100,[51-100],out,in,French,France,Rouen,Caudebec
Ostende,1787,12,[1-20],out,in,Austrian NL,Autriche,Ostende,Dunkerque
Granville,1787,80,[51-100],out,in,French,France,Granville,La Rochelle
Barfleur,1787,38,[21-50],out,in,French,France,Barfleur,Dieppe
Dunkerque,1787,18,[1-20],out,in,French,France,Boulogne,Le Havre
Boulogne sur Mer,1787,15,[1-20],out,in,French,France,Boulogne sur Mer,Dunkerque
Nantes,1787,36,[21-50],out,in,French,France,Noirmoutier,Dunkerque
Saint Valery en Caux,1787,51,[51-100],out,in,French,France,Saint Malo,Marennes
Saint Malo,1787,45,[21-50],out,in,French,France,Saint Malo,Bayonne
Saint Martin de Ré,1787,50,[21-50],out,in,French,France,Saint Martin de Ré,Rochefort
La Hougue,1787,18,[1-20],out,in,French,France,La Hougue,Rouen
La Hougue,1787,20,[1-20],out,in,French,France,La Hougue,Rouen
La Hougue,1787,21,[21-50],out,in,French,France,La Hougue,Granville
La Hougue,1787,20,[1-20],out,in,French,France,La Hougue,Rouen
Lorient,1787,177,[101-200],out,in,French,France,Rouen,Brest
Lorient,1787,30,[21-50],out,in,French,France,Lorient,Blaye
Barfleur,1787,40,[21-50],out,in,French,France,Barfleur,Dieppe
La Hougue,1787,25,[21-50],out,in,French,France,La Hougue,Dieppe
Isigny,1787,25,[21-50],out,in,French,France,La Hougue,Dieppe
Cherbourg,1787,25,[21-50],out,in,French,France,La Hougue,Isigny
Isigny,1787,25,[21-50],out,in,French,France,La Hougue,Cherbourg
Cherbourg,1787,25,[21-50],out,in,French,France,La Hougue,Isigny
Granville,1787,25,[21-50],out,in,French,France,La Hougue,Cherbourg
La Hougue,1787,25,[21-50],out,in,French,France,La Hougue,Granville
Saint Valéry sur Somme,1787,40,[21-50],out,in,French,France,Saint Valery en Caux,Dieppe
Le Havre,1787,40,[21-50],out,in,French,France,Barfleur,Saint Valery en Caux
Saint Valery en Caux,1787,40,[21-50],out,in,French,France,Saint Valery en Caux,Dieppe
Cherbourg,1787,40,[21-50],out,in,French,France,Saint Valery en Caux,Dieppe
La Hougue,1787,14,[1-20],out,in,French,France,La Hougue,Granville
Bordeaux,1787,90,[51-100],out,in,French,France,Saint Malo,Saint Pierre et Miquelon
Bordeaux,1787,60,[51-100],out,in,French,France,Brest,Boulogne sur Mer
Bordeaux,1787,30,[21-50],out,in,French,France,Bordeaux,Aligre de Marans
Bordeaux,1787,60,[51-100],out,in,French,France,Brest,Sables d' Olonne
Fécamp,1787,70,[51-100],out,in,French,France,Fécamp,Le Havre
Rouen,1787,120,[101-200],out,in,French,France,Rouen,Quillebeuf
Saint Malo,1787,90,[51-100],out,in,French,France,Saint Malo,Bordeaux
La Hougue,1787,30,[21-50],out,in,French,France,La Hougue,Cherbourg
Cherbourg,1787,26,[21-50],out,in,French,France,La Hougue,Isigny
Brest,1787,94,[51-100],out,in,French,France,Saint Malo,Bordeaux
Saint Malo,1787,52,[51-100],out,in,French,France,Saint Malo,Rouen
Bordeaux,1787,150,[101-200],out,in,French,France,Nantes,Brest
Isigny,1787,60,[51-100],out,in,French,France,Blaye,Cherbourg
Nantes,1787,130,[101-200],out,in,French,France,Nantes,Brest
Brest,1787,240,[201-500],out,in,French,France,Dunkerque,Le Havre
Nantes,1787,62,[51-100],out,in,French,France,Nantes,Cherbourg
La Rochelle,1787,108,[101-200],out,in,French,France,Bordeaux,Rouen
Bordeaux,1787,66,[51-100],out,in,French,France,Lorient,Brest
Brest,1787,66,[51-100],out,in,French,France,Lorient,Bordeaux
Saint Malo,1787,120,[101-200],out,in,French,France,Saint Malo,Le Croisic
Rouen,1787,108,[101-200],out,in,French,France,Bordeaux,La Rochelle
Brest,1787,108,[101-200],out,in,French,France,Bordeaux,Rouen
La Hougue,1787,13,[1-20],out,in,French,France,La Hougue,Rouen
Granville,1787,13,[1-20],out,in,French,France,La Hougue,Le Havre
La Hougue,1787,14,[1-20],out,in,French,France,La Hougue,Granville
Cherbourg,1787,40,[21-50],out,in,French,France,Cherbourg,Rouen
Marennes,1787,115,[101-200],out,in,French,France,Saint Malo,Dunkerque
Saint Malo,1787,90,[51-100],out,in,French,France,Saint Malo,Le Croisic
Rouen,1787,70,[51-100],out,in,French,France,Le Havre,Quillebeuf
La Rochelle,1787,80,[51-100],out,in,French,France,Le Havre,Dieppe
Saint Valéry sur Somme,1787,80,[51-100],out,in,French,France,Le Havre,Dieppe
Saint Valéry sur Somme,1787,110,[101-200],out,in,French,France,Saint Valéry,La Rochelle
Rouen,1787,104,[101-200],out,in,French,France,Honfleur,Le Havre
Honfleur,1787,104,[101-200],out,in,French,France,Honfleur,Rouen
Cherbourg,1787,104,[101-200],out,in,French,France,Honfleur,Rouen
Honfleur,1787,104,[101-200],out,in,French,France,Honfleur,Le Havre
Cherbourg,1787,104,[101-200],out,in,French,France,Honfleur,Rouen
Honfleur,1787,104,[101-200],out,in,French,France,Honfleur,Rouen
La Rochelle,1787,100,[51-100],out,in,French,France,Rouen,Brest
Rouen,1787,100,[51-100],in-out,in,French,France,Rouen,Le Havre
Nantes,1787,80,[51-100],out,in,French,France,Nantes,Rouen
Nantes,1787,46,[21-50],out,in,French,France,Nantes,Dunkerque
Cherbourg,1787,80,[51-100],out,in,French,France,Brest,Rouen
Bayonne,1787,90,[51-100],out,in,French,France,Nantes,Sables d' Olonne
Cherbourg,1787,13,[1-20],out,in,French,France,Cherbourg,Barfleur
La Teste,1787,48,[21-50],out,in,French,France,La Teste,Saint Malo
Saint Martin de Ré,1787,12,[1-20],out,in,French,France,Saint Martin de Ré,Aligre de Marans
Bordeaux,1787,12,[1-20],out,in,French,France,Saint Martin,Aligre de Marans
Bordeaux,1787,120,[101-200],out,in,French,France,Dieppe,Le Havre
Bordeaux,1787,40,[21-50],out,in,French,France,Brest,La Rochelle
Rouen,1787,120,[101-200],out,in,French,France,Dieppe,Bordeaux
Lorient,1787,120,[101-200],out,in,French,France,Rouen,Brest
Lorient,1787,48,[21-50],out,in,French,France,Lorient,Marennes
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Rouen
Lorient,1787,42,[21-50],out,in,French,France,Lorient,Bordeaux
Rochefort,1787,70,[51-100],out,in,French,France,Le Havre de Grâce,Bayonne
Dunkerque,1787,80,[51-100],out,in,French,France,Le Havre,Marennes
Le Havre,1787,70,[51-100],out,in,French,France,Rouen,Dunkerque
Bordeaux,1787,80,[51-100],out,in,French,France,Brest,Rouen
Dunkerque,1787,100,[51-100],out,in,French,France,Cherbourg,Marennes
Courseulles,1787,15,[1-20],in-out,in,French,France,Courseulles,La Hougue
Courseulles,1787,15,[1-20],in-out,in,French,France,Courseulles,La Hougue
Granville,1787,15,[1-20],in-out,in,French,France,Courseulles,La Hougue
Le Havre,1787,80,[51-100],out,in,French,France,Brest,Bordeaux
Rouen,1787,80,[51-100],out,in,French,France,Rouen,Bordeaux
Saint Malo,1787,50,[21-50],out,in,French,France,Saint Malo,Saint Pierre et Miquelon
Etaples,1787,48,[21-50],out,in,French,France,Pornic,Noirmoutier
Brest,1787,122,[101-200],out,in,French,France,Quilleboeuf,Le Havre
Rouen,1787,122,[101-200],in-out,in,French,France,Quilleboeuf,Le Havre
Cherbourg,1787,76,[51-100],out,in,French,France,Fécamp,Rouen
Granville,1787,12,[1-20],out,in,French,France,La Hougue,Le Havre
Saint Valéry sur Somme,1787,40,[21-50],out,in,French,France,Lorient,Bordeaux
Cherbourg,1787,20,[1-20],out,in,French,France,Saint Valéry en Caux,Rouen
Courseulles,1787,15,[1-20],in-out,in,French,France,Courseulles,La Hougue
Saint Malo,1787,76,[51-100],out,in,French,France,Honfleur,Rouen
Le Havre,1787,30,[21-50],out,in,French,France,Fecamp,Cherbourg
Cherbourg,1787,30,[21-50],out,in,French,France,Fecamp,Le Havre
Saint Valéry sur Somme,1787,30,[21-50],out,in,French,France,Fecamp,Le Havre
Morlaix,1787,40,[21-50],out,in,French,France,Morlaix,Roscoff
Le Havre,1787,30,[21-50],out,in,French,France,Fécamp,Saint Valéry sur Somme
Cherbourg,1787,30,[21-50],out,in,French,France,Fecamp,Le Havre
Redon,1787,49,[21-50],out,in,French,France,Redon,Nantes
Cherbourg,1787,18,[1-20],out,in,French,France,La Hougue,Isigny
Cherbourg,1787,18,[1-20],out,in,French,France,La Hougue,Isigny
Granville,1787,25,[21-50],out,in,French,France,La Hougue,Le Havre
La Hougue,1787,18,[1-20],out,in,French,France,La Hougue,Fécamp
Courseulles,1787,13,[1-20],in-out,in,French,France,Courseulles,La Hougue
Cherbourg,1787,60,[51-100],out,in,French,France,Cherbourg,Barfleur
Honfleur,1787,42,[21-50],out,in,French,France,Honfleur,Rouen
Dunkerque,1787,90,[51-100],out,in,French,France,Dunkerque,Bordeaux
Dunkerque,1787,15,[1-20],out,in,French,France,Dunkerque,Calais
Lorient,1787,75,[51-100],out,in,French,France,Le Havre,Rouen
Soubise,1787,170,[101-200],out,in,French,France,Grandville,Rochefort
Bordeaux,1787,80,[51-100],out,in,French,France,Saint Malo,Dunkerque
Saint Malo,1787,80,[51-100],out,in,French,France,Saint Malo,Bordeaux
Le Croisic,1787,36,[21-50],out,in,French,France,Saint Malo,Cherbourg
Rochefort,1787,82,[51-100],out,in,French,France,Lorient,Bordeaux
Rouen,1787,74,[51-100],out,in,French,France,Lorient,Nantes
Bordeaux,1787,75,[51-100],out,in,French,France,Saint Malo,Dunkerque
La Rochelle,1787,60,[51-100],out,in,French,France,Saint Malo,Le Havre
Bordeaux,1787,60,[51-100],out,in,French,France,Saint Malo,Granville
Dunkerque,1787,62,[51-100],out,in,French,France,Saint Malo,Marennes
Rouen,1787,65,[51-100],in-out,in,French,France,Libourne,Le Havre
La Rochelle,1787,50,[21-50],out,in,French,France,Saint Malo,Dunkerque
Bordeaux,1787,64,[51-100],out,in,French,France,Saint Malo,Marennes
Bourgneuf,1787,48,[21-50],out,in,French,France,Bourgneuf,Gravelines
Saint Valéry sur Somme,1787,40,[21-50],out,in,French,France,Saint Malo,Bordeaux
Cherbourg,1787,42,[21-50],out,in,French,France,Cherbourg,Barfleur
Dunkerque,1787,85,[51-100],out,in,French,France,Brest,Marennes
Bordeaux,1787,60,[51-100],out,in,French,France,Brest,Sables d' Olonne
Dunkerque,1787,59,[51-100],out,in,French,France,Le Conquet,Marennes
Saint Malo,1787,40,[21-50],out,in,French,France,Saint Malo,Granville
Aligre de Marans,1787,26,[21-50],out,in,French,France,Aligre,Bordeaux
Rouen,1787,75,[51-100],out,in,French,France,Le Havre,Dunkerque
Bordeaux,1787,48,[21-50],out,in,French,France,Le Conquet,Brest
Saint Valéry sur Somme,1787,58,[51-100],out,in,French,France,Le Conquet,Marennes
Bordeaux,1787,48,[21-50],out,in,French,France,Le Conquet,Brest
Rochefort,1787,140,[101-200],out,in,French,France,Dieppe,La Rochelle
Bayonne,1787,34,[21-50],out,in,French,France,Le Conquet,Brest
Le Havre,1787,42,[21-50],out,in,French,France,Honfleur,Dieppe
Dunkerque,1787,89,[51-100],out,in,French,France,Le Conquet,Marennes
Calais,1787,8,[1-20],out,in,French,France,Calais,Dunkerque
Saint Valéry sur Somme,1787,280,[201-500],in-out,in,French,France,Saint Valéry,Le Havre
Saint Valéry sur Somme,1787,164,[101-200],out,in,French,France,Saint Valéry,La Rochelle
Saint Valéry sur Somme,1787,40,[21-50],out,in,French,France,Saint Valéry,Le Havre
Redon,1787,27,[21-50],out,in,French,France,Le Croisic,Nantes
Rouen,1787,42,[21-50],out,in,French,France,Honfleur,Le Havre
Honfleur,1787,42,[21-50],out,in,French,France,Honfleur,Rouen
Le Havre,1787,42,[21-50],out,in,French,France,Honfleur,Touques
Le Havre,1787,45,[21-50],out,in,French,France,Honfleur,Rouen
Le Havre,1787,40,[21-50],out,in,French,France,Honfleur,Touques
Saint Malo,1787,50,[21-50],out,in,French,France,Saint Malo,Saint Pierre et Miquelon
Boulogne sur Mer,1787,60,[51-100],out,in,French,France,Cherbourg,Bordeaux
Rouen,1787,112,[101-200],out,in,French,France,Rouen,La Rochelle
Le Conquet,1787,45,[21-50],out,in,French,France,Le Conquet,Brest
Noirmoutier,1787,200,[101-200],out,in,French,France,Noirmoutier,Nantes
Nantes,1787,70,[51-100],out,in,French,France,Noirmoutiers,Bayonne
Rouen,1787,70,[51-100],out,in,French,France,Noirmoutier,Nantes
Noirmoutier,1787,60,[51-100],out,in,French,France,Noirmoutier,Nantes
Cherbourg,1787,70,[51-100],out,in,French,France,Noirmoutier,Bordeaux
Nantes,1787,35,[21-50],out,in,French,France,Noirmoutier,Bordeaux
Saint Valéry sur Somme,1787,50,[21-50],out,in,French,France,Noirmoutier,Bordeaux
Brest,1787,76,[51-100],out,in,French,France,Noirmoutier,Nantes
La Hougue,1787,12,[1-20],out,in,French,France,La Hougue,Rouen
Granville,1787,70,[51-100],out,in,French,France,Saint Malo,Bordeaux
La Rochelle,1787,70,[51-100],out,in,French,France,Saint Malo,Granville
Redon,1787,58,[51-100],in-out,in,French,France,Redon,Mesquer
La Hougue,1787,3,[1-20],out,in,French,France,La Hougue,Isigny
Saint Pierre et Miquelon,1787,90,[51-100],out,in,French,France,Saint Pierre et Miquelon,Bayonne
Bayonne,1787,80,[51-100],out,in,French,France,Bayonne,Bordeaux
Bayonne,1787,70,[51-100],out,in,French,France,Bayonne,Saint Pierre et Miquelon
Bayonne,1787,70,[51-100],out,in,French,France,Bayonne,Saint Pierre et Miquelon
La Rochelle,1787,60,[51-100],out,in,French,France,Rochefort,Saint Pierre et Miquelon
Bayonne,1787,60,[51-100],out,in,French,France,Bayonne,Saint Pierre et Miquelon
Saint Malo,1787,45,[21-50],out,in,French,France,Saint Malo,Nantes
Granville,1787,90,[51-100],out,in,French,France,Granville,Bordeaux
Dunkerque,1787,100,[51-100],out,in,French,France,Boulogne sur Mer,Calais
Rouen,1787,80,[51-100],out,in,French,France,Le Havre,Nantes
Nantes,1787,80,[51-100],out,in,French,France,Le Havre,Rouen
Noirmoutier,1787,80,[51-100],out,in,French,France,Le Havre,Nantes
Lorient,1787,80,[51-100],out,in,French,France,Le Havre,Dunkerque
Le Havre,1787,50,[21-50],out,in,French,France,Le Havre,Fécamp
Le Havre,1787,40,[21-50],out,in,French,France,Le Havre,Dunkerque
Dunkerque,1787,40,[21-50],out,in,French,France,Dunkerque,Rouen
Dunkerque,1787,40,[21-50],out,in,French,France,Dunkerque,Le Havre
Dunkerque,1787,40,[21-50],out,in,French,France,Dunkerque,Etaples
Le Havre,1787,40,[21-50],out,in,French,France,Dunkerque,Rouen
Le Havre,1787,50,[21-50],out,in,French,France,Dunkerque,Rouen
Dunkerque,1787,50,[21-50],out,in,French,France,Dunkerque,Le Havre
Saint Malo,1787,55,[51-100],out,in,French,France,Saint Malo,Saint Pierre et Miquelon
Granville,1787,60,[51-100],out,in,French,France,Granville,Saint Pierre et Miquelon
Granville,1787,95,[51-100],out,in,French,France,Granville,Bordeaux
Bordeaux,1787,120,[101-200],out,in,French,France,Granville,Saint Pierre et Miquelon
La Rochelle,1787,40,[21-50],out,in,French,France,Saint Malo,Dunkerque
Dunkerque,1787,150,[101-200],out,in,French,France,Dunkerque,Bordeaux
Soubise,1787,135,[101-200],out,in,French,France,Granville,Rochefort
Saint Valéry sur Somme,1787,56,[51-100],out,in,French,France,Saint Malo,Bordeaux
La Rochelle,1787,50,[21-50],out,in,French,France,La Rochelle,Saint Pierre et Miquelon
Marennes,1787,59,[51-100],out,in,French,France,Brest,Le Conquet
Brest,1787,54,[51-100],out,in,French,France,Brest,Bayonne
Dunkerque,1787,35,[21-50],out,in,French,France,Brest,Marennes
Bordeaux,1787,100,[51-100],out,in,French,France,Bayonne,Dunkerque
Bayonne,1787,100,[51-100],out,in,French,France,Bayonne,Bordeaux
Bayonne,1787,70,[51-100],out,in,French,France,Bayonne,Sables d' Olonne
Saint Malo,1787,40,[21-50],out,in,French,France,Saint Malo,Le Havre
Saint Malo,1787,40,[21-50],out,in,French,France,Saint Malo,Cherbourg
Dieppe,1787,74,[51-100],out,in,French,France,Dieppe,Touques
Dieppe,1787,74,[51-100],out,in,French,France,Dieppe,Touques
Dieppe,1787,74,[51-100],out,in,French,France,Dieppe,Touques
Le Havre,1787,150,[101-200],out,in,French,France,Le Havre,Rouen
Saint Martin de Ré,1787,15,[1-20],out,in,French,France,Ars [en Ré],La Rochelle
Dieppe,1787,74,[51-100],out,in,French,France,Dieppe,Saint Valéry sur Somme
Bordeaux,1787,150,[101-200],out,in,French,France,Le Havre,Brest
Rouen,1787,150,[101-200],out,in,French,France,Le Havre,Bordeaux
Rouen,1787,150,[101-200],out,in,French,France,Le Havre,Bordeaux
Le Havre,1787,150,[101-200],out,in,French,France,Le Havre,Rouen
Saint Malo,1787,58,[51-100],out,in,French,France,Saint Malo,Le Croisic
La Hougue,1787,14,[1-20],out,in,French,France,La Hougue,Granville
Dieppe,1787,100,[51-100],out,in,French,France,Dieppe,Bayonne
Saint Martin de Ré,1787,40,[21-50],out,in,French,France,Granville,La Rochelle
Courseulles,1787,20,[1-20],in-out,in,French,France,Courseulles,La Hougue
Courseulles,1787,10,[1-20],in-out,in,French,France,Courseulles,La Hougue
Courseulles,1787,10,[1-20],in-out,in,French,France,Courseulles,La Hougue
Le Havre,1787,100,[51-100],out,in,French,France,Dieppe,Bordeaux
Saint Valery en Caux,1787,52,[51-100],out,in,French,France,Brest,Marennes
Rouen,1787,108,[101-200],out,in,French,France,Rouen,Lorient
La Rochelle,1787,6,[1-20],out,in,French,France,La Rochelle,Marennes
Rouen,1787,75,[51-100],out,in,French,France,Le Havre,Bayonne
Bordeaux,1787,140,[101-200],out,in,French,France,Fecamp,Le Havre
Landerneau,1787,36,[21-50],out,in,French,France,Landerneau,Bordeaux
Rouen,1787,65,[51-100],out,in,French,France,Le Havre de Grâce,Bayonne
Le Havre,1787,54,[51-100],out,in,French,France,Le Havre,Honfleur
Brest,1787,34,[21-50],out,in,French,France,Sables d' Olonne,Bordeaux
Bordeaux,1787,60,[51-100],out,in,French,France,Saint Malo,Granville
Saint Malo,1787,60,[51-100],out,in,French,France,Saint Malo,Le Croisic
Granville,1787,220,[201-500],in-out,in,French,France,Granville,Le Havre
Nantes,1787,65,[51-100],out,in,French,France,Lorient,Dieppe
Granville,1787,120,[101-200],out,in,French,France,Granville,La Rochelle
Rouen,1787,48,[21-50],out,in,French,France,Rouen,Bayonne
Rouen,1787,95,[51-100],out,in,French,France,Rouen,Touques
Rouen,1787,95,[51-100],out,in,French,France,Rouen,Touques
Rouen,1787,95,[51-100],out,in,French,France,Rouen,Le Havre
Le Havre,1787,95,[51-100],out,in,French,France,Rouen,Cherbourg
Brest,1787,64,[51-100],out,in,French,France,Libourne,Le Havre
Le Havre,1787,70,[51-100],out,in,French,France,Le Havre,Rouen
Saint Malo,1787,2,[1-20],out,in,French,France,Saint Malo,Granville
Granville,1787,80,[51-100],out,in,French,France,Granville,Le Havre
Saint Malo,1787,120,[101-200],out,in,French,France,Saint Malo,Rouen
Courseulles,1787,18,[1-20],in-out,in,French,France,Courseulles,La Hougue
Marennes,1787,48,[21-50],out,in,French,France,Le Conquet,Brest
Courseulles,1787,16,[1-20],in-out,in,French,France,Courseulles,La Hougue
Rouen,1787,40,[21-50],out,in,French,France,Plouliguen,Nantes
Dunkerque,1787,90,[51-100],out,in,French,France,Dieppe,Lorient
Bordeaux,1787,90,[51-100],out,in,French,France,Rouen,Brest
Rouen,1787,90,[51-100],out,in,French,France,Rouen,La Rochelle
Rouen,1787,90,[51-100],in-out,in,French,France,Rouen,Le Havre
Rouen,1787,90,[51-100],out,in,French,France,Rouen,Quillebeuf
Saint Valery en Caux,1787,59,[51-100],out,in,French,France,Lorient,Marennes
Nantes,1787,50,[21-50],out,in,French,France,Lorient,Bayonne
Saint Martin de Ré,1787,18,[1-20],out,in,French,France,Saint Martin de Ré,La Rochelle
Honfleur,1787,50,[21-50],out,in,French,France,Lorient,Nantes
Ars en Ré,1787,15,[1-20],out,in,French,France,Ars en Ré,La Rochelle
Le Havre,1787,70,[51-100],out,in,French,France,Le Havre,Rouen
Le Havre,1787,70,[51-100],out,in,French,France,Le Havre,Rouen
Le Havre,1787,70,[51-100],out,in,French,France,Le Havre,Quillebeuf
Le Havre,1787,70,[51-100],out,in,French,France,Le Havre,Rouen
Amsterdam,1787,79,[51-100],out,in,Dutch,Provinces-Unies,Amsterdam,Le Havre
Marennes,1787,43,[21-50],out,in,French,France,Marennes,Bordeaux
Saint Martin de Ré,1787,15,[1-20],out,in,French,France,Saint Martin [de Ré],La Rochelle
Bordeaux,1787,25,[21-50],out,in,French,France,Bordeaux,Nantes
Marennes,1787,43,[21-50],out,in,French,France,Marennes,Cherbourg
Bordeaux,1787,43,[21-50],out,in,French,France,Marennes,Brest
Bordeaux,1787,50,[21-50],out,in,French,France,Morlaix,Roscoff
La Rochelle,1787,20,[1-20],out,in,French,France,La Rochelle,Ribérou [Saujon]
La Hougue,1787,6,[1-20],out,in,French,France,La Hougue,Le Havre
Granville,1787,220,[201-500],out,in,French,France,Granville,Le Havre
Saint Malo,1787,40,[21-50],out,in,French,France,Saint Malo,Granville
Rouen,1787,54,[51-100],in-out,in,French,France,Libourne,Le Havre
Bordeaux,1787,25,[21-50],out,in,French,France,Bordeaux,Aligre de Marans
La Rochelle,1787,50,[21-50],out,in,French,France,La Rochelle,Bordeaux
La Rochelle,1787,32,[21-50],out,in,French,France,La Rochelle,Rochefort
Rochefort,1787,10,[1-20],out,in,French,France,La Flotte en Ré,Aligre de Marans
Saint Malo,1787,80,[51-100],out,in,French,France,Saint Malo,Le Havre
Calais,1787,60,[51-100],out,in,French,France,Rouen,La Rochelle
Bordeaux,1787,40,[21-50],out,in,French,France,Le Conquet,Brest
Dunkerque,1787,68,[51-100],out,in,French,France,Dunkerque,Marennes
Le Croisic,1787,50,[21-50],out,in,French,France,Le Croisic,Lorient
Harfleur,1787,22,[21-50],out,in,French,France,Harfleur,Rouen
Cherbourg,1787,32,[21-50],out,in,French,France,Cherbourg,Granville
Le Croisic,1787,50,[21-50],out,in,French,France,Le Croisic,Cherbourg
Noirmoutier,1787,28,[21-50],out,in,French,France,Noirmoutier,Nantes
Noirmoutier,1787,28,[21-50],out,in,French,France,Noirmoutier,Nantes
Noirmoutier,1787,28,[21-50],out,in,French,France,Noirmoutier,Nantes
Nantes,1787,38,[21-50],out,in,French,France,Nantes,Lorient
Noirmoutier,1787,28,[21-50],out,in,French,France,Noirmoutier,Bordeaux
Le Havre,1787,60,[51-100],out,in,French,France,Dieppe,Honfleur
Dieppe,1787,120,[101-200],out,in,French,France,Dieppe,Rouen
Saint Valery en Caux,1787,112,[101-200],out,in,French,France,Saint Valéry [en Caux],La Rochelle
Granville,1787,60,[51-100],out,in,French,France,Saint Malo,Bordeaux
Bordeaux,1787,60,[51-100],out,in,French,France,Saint Malo,Granville
Lorient,1787,38,[21-50],out,in,French,France,Nantes,Bordeaux
Saint Valery en Caux,1787,72,[51-100],out,in,French,France,Saint Valéry en Caux,Fécamp
Saint Valery en Caux,1787,72,[51-100],out,in,French,France,Saint Valéry en Caux,Fécamp
Dunkerque,1787,25,[21-50],out,in,French,France,Dunkerque,Rouen
La Rochelle,1787,90,[51-100],out,in,French,France,Saint Malo,Dunkerque
